,date,title,summary
0,2021.03.11.,“백신 복제 잠시 허락해달라” 절박한 개도국의 SOS,현재까지 볼리비아·베네수엘라·몽골·짐바브웨 등 100여 국이 이 유예안 찬성 의사를 밝혔다. AFP통신 등에 따르면 국경없는의사회·국제앰네스티 등 국제 단체 300여 개도 지지 의사를 표명했다. WTO는 10일부터...
1,2021.03.11.,[통신원 칼럼] 한때 ‘부자나라’ 베네수엘라 이민자의 가난한 꿈 / 김순배,"김순배 | 칠레센트랄대학교 비교한국학연구소장 집 근처에 베네수엘라 대사관이 있다. 그 앞에 선... 국제기구 등에 따르면, 2014년 이후 베네수엘라 국민 약 500만명이 이민을 떠났다. 이제 칠레에서도 베네수엘라..."
2,2021.03.14.,"[민원정의 중남미 포커스] 가능하지도, 불가능하지도 않은 낙태",10여 년 전에는 한국도 베네수엘라 모델을 따라야 한다더니 요즘엔 베네수엘라 꼴 날까 봐 걱정들이다. 민원정 칠레 가톨릭대 교수가 중남미의 제대로 된 꼴을 보여 준다. 독실한 가톨릭 신자인 레베카(가명)는 결혼도...
3,2021.03.15.,[워치 앤 캐치] 무능·부패 명분 내세워도 '선한 쿠데타'는 없다,"리비아, 베네수엘라, 아이티는 쿠데타 음모로 내분에 휩싸였다. 사라지던 쿠데타에 이처럼 비상벨을 울린 건 군부다. 그러나 무능하고 부패한 민간정부에 대한 실망은 쿠데타 세력을 꿈틀거리게 했다. 코로나19 팬데믹이..."
4,2021.03.17.,유럽 19개국 AZ백신 접종 중단…커지는 '혈전' 물음표,"EU 외 국가로는 인도네시아·베네수엘라·콩고민주공화국 등 4개국이 AZ 백신 접종 개시를 유보하거나 중단했다. 지금까지 영국을 포함한 유럽에서 약 2000만 명이 AZ 백신을 접종했고, 37명에게서 혈전증이 발생했다. 이..."
5,2021.03.17.,"美정보당국 ""푸틴, 바이든 비방 허위정보로 대선개입""","쿠바와 베네수엘라를 포함한 다른 정부도 대선 개입을 위한 소규모 활동에 참여했다며, 니콜라스 마두로 베네수엘라 대통령은 앙숙인 트럼프 전 대통령을 겨냥해 '여론에 영향을 미치려는 의도를 갖고 있었을 것'이라고..."
6,2021.03.17.,"도쿄올림픽 야구 예선 일정 발표, 오는 6월 미국·대만에서 개최","A조에는 미국, 도미니카 공화국, 푸에르토리코, 니카라과, B조에는 쿠바, 베네수엘라, 캐나다, 콜롬비아가 속했다. 이 가운데 각 조 상위 2개 팀은 슈퍼라운드에 진출하고, 슈퍼라운드 우승팀이 도쿄올림픽 5번째..."
7,2021.03.17.,"유럽의약품청 ""AZ백신, 혈전 유발 징후 없다""","최근 오스트리아, 독일, 프랑스, 이탈리아 등 유럽 국가를 비롯해 대만, 인도네시아, 베네수엘라 등 최소 24개국이 AZ 백신 접종을 일시 중단했다. AZ 백신을 맞고 혈전이 발생했다는 보고가 잇따랐기 때문이다. 쿡..."
8,2021.03.18.,유럽 “AZ 부작용보다 접종 중단이 더 위험”,"또 지난 7일 오스트리아와 발트 3국 등이 특정 제조단위(batch) 물량에 한해서만 접종을 중단한 데 비해, 11일 덴마크를 필두로 접종 중단에 동조한 서유럽 국가들과 인도네시아, 베네수엘라 등 16개국은 아스트라제네카..."
9,2021.03.18.,입에서 번개처럼 사라지는 에클레어…오후의 여유 즐기는 애프터눈 티 세트,길게 구운 페이스트리 안에 프랑스산 베네수엘라 초콜릿으로 만든 쇼콜라 크레메를 가득 채웠다. 부드럽고 진한 버터 향에 겉은 쫄깃하고 속은 촉촉한 ‘피낭시에(3000~3800원)’ 역시 스테디셀러다. 심재성 위고에빅토르...
10,2021.03.11.,“백신 복제 잠시 허락해달라” 절박한 개도국의 SOS,현재까지 볼리비아·베네수엘라·몽골·짐바브웨 등 100여 국이 이 유예안 찬성 의사를 밝혔다. AFP통신 등에 따르면 국경없는의사회·국제앰네스티 등 국제 단체 300여 개도 지지 의사를 표명했다. WTO는 10일부터...
11,2021.03.11.,[통신원 칼럼] 한때 ‘부자나라’ 베네수엘라 이민자의 가난한 꿈 / 김순배,"김순배 | 칠레센트랄대학교 비교한국학연구소장 집 근처에 베네수엘라 대사관이 있다. 그 앞에 선... 국제기구 등에 따르면, 2014년 이후 베네수엘라 국민 약 500만명이 이민을 떠났다. 이제 칠레에서도 베네수엘라..."
12,2021.03.14.,"[민원정의 중남미 포커스] 가능하지도, 불가능하지도 않은 낙태",10여 년 전에는 한국도 베네수엘라 모델을 따라야 한다더니 요즘엔 베네수엘라 꼴 날까 봐 걱정들이다. 민원정 칠레 가톨릭대 교수가 중남미의 제대로 된 꼴을 보여 준다. 독실한 가톨릭 신자인 레베카(가명)는 결혼도...
13,2021.03.15.,[워치 앤 캐치] 무능·부패 명분 내세워도 '선한 쿠데타'는 없다,"리비아, 베네수엘라, 아이티는 쿠데타 음모로 내분에 휩싸였다. 사라지던 쿠데타에 이처럼 비상벨을 울린 건 군부다. 그러나 무능하고 부패한 민간정부에 대한 실망은 쿠데타 세력을 꿈틀거리게 했다. 코로나19 팬데믹이..."
14,2021.03.17.,유럽 19개국 AZ백신 접종 중단…커지는 '혈전' 물음표,"EU 외 국가로는 인도네시아·베네수엘라·콩고민주공화국 등 4개국이 AZ 백신 접종 개시를 유보하거나 중단했다. 지금까지 영국을 포함한 유럽에서 약 2000만 명이 AZ 백신을 접종했고, 37명에게서 혈전증이 발생했다. 이..."
15,2021.03.17.,"美정보당국 ""푸틴, 바이든 비방 허위정보로 대선개입""","쿠바와 베네수엘라를 포함한 다른 정부도 대선 개입을 위한 소규모 활동에 참여했다며, 니콜라스 마두로 베네수엘라 대통령은 앙숙인 트럼프 전 대통령을 겨냥해 '여론에 영향을 미치려는 의도를 갖고 있었을 것'이라고..."
16,2021.03.17.,"도쿄올림픽 야구 예선 일정 발표, 오는 6월 미국·대만에서 개최","A조에는 미국, 도미니카 공화국, 푸에르토리코, 니카라과, B조에는 쿠바, 베네수엘라, 캐나다, 콜롬비아가 속했다. 이 가운데 각 조 상위 2개 팀은 슈퍼라운드에 진출하고, 슈퍼라운드 우승팀이 도쿄올림픽 5번째..."
17,2021.03.17.,"유럽의약품청 ""AZ백신, 혈전 유발 징후 없다""","최근 오스트리아, 독일, 프랑스, 이탈리아 등 유럽 국가를 비롯해 대만, 인도네시아, 베네수엘라 등 최소 24개국이 AZ 백신 접종을 일시 중단했다. AZ 백신을 맞고 혈전이 발생했다는 보고가 잇따랐기 때문이다. 쿡..."
18,2021.03.18.,유럽 “AZ 부작용보다 접종 중단이 더 위험”,"또 지난 7일 오스트리아와 발트 3국 등이 특정 제조단위(batch) 물량에 한해서만 접종을 중단한 데 비해, 11일 덴마크를 필두로 접종 중단에 동조한 서유럽 국가들과 인도네시아, 베네수엘라 등 16개국은 아스트라제네카..."
19,2021.03.18.,입에서 번개처럼 사라지는 에클레어…오후의 여유 즐기는 애프터눈 티 세트,길게 구운 페이스트리 안에 프랑스산 베네수엘라 초콜릿으로 만든 쇼콜라 크레메를 가득 채웠다. 부드럽고 진한 버터 향에 겉은 쫄깃하고 속은 촉촉한 ‘피낭시에(3000~3800원)’ 역시 스테디셀러다. 심재성 위고에빅토르...
