,date,title,summary
0,2018.09.10.,"美, 베네수엘라서 쿠데타 모의했다","미국이 지난해 니콜라스 마두로 베네수엘라 대통령을 몰아내기 위해 반체제세력과 쿠데타를 모의했다는 주장이 제기됐다. 냉전 시기 미국이 남미에서 자주 사용하던 수법으로, 경제난에 허덕이는 베네수엘라가..."
1,2018.09.10.,베네수엘라 “美의 쿠데타 음모 규탄”,“군부와 모의” NYT 보도에 발끈 미국이 베네수엘라 군부 일각과 쿠데타 계획을 논의했다는 뉴욕타임스(NYT) 보도에 대해 베네수엘라 정부가 극렬히 반발하고 있다. 지난 5월 대통령 재선에 성공한 후 경제 실정으로...
2,2018.09.10.,한-메르코수르 무역협정 1차 협상 스타트,"메르코수르는 브라질, 아르헨티나, 파라과이, 우루과이, 베네수엘라 5개국으로 구성된 남미공동시장(Mercado Comun del Sur)이다. 한-메르코수르 TA 협상은 회원국 의무 불이행으로 자격 정지 상태인 베네수엘라를 제외한..."
3,2018.09.11.,[박희권의 호모글로벌리스 (6)] 언어의 경연장 유엔 총회,필자는 2006년 총회에서 우고 차베스 베네수엘라 대통령이 연설하는 것을 지켜본 바 있다. 그는 미국의 진보적 지식인 놈 촘스키의 책 《패권인가 생존인가》를 들고나와 일독을 권하는 것으로 연설을 시작했다. 그러더니...
4,2018.09.11.,"통계는 조작할 수 있어도, 현실은 조작할 수 없었다","[아르헨티나 경제 파국] 지표 조작 일삼던 베네수엘라, 파탄 감출 수 없자 통계발표 중단 악화한 경제... 석유 부국에서 사실상 국가 파산 상태에 놓인 베네수엘라도 니콜라스 마두로 정권의 경제 실정을 감추기 위해..."
5,2018.09.11.,"[Chosun Today] ""한국, 그리스 파탄서 교훈 얻어야"" 외","""한국, 그리스 파탄서 교훈 얻어야"" 김광두 국민경제자문회의 부의장이 9일 페이스북에 '그리스와 베네수엘라로부터 한국이 교훈을 얻어야 한다'는 내용의 글을 올렸다. 두 나라는 포퓰리즘 정책으로 국가 경제가..."
6,2018.09.11.,"""한국, 그리스·베네수엘라 파탄 돌아보라""","이어서 ""이런 문제의식하에 베네수엘라와 그리스의 사례를 분석한 기획을 (미래연구원이) 한다고 하니... 또 '석유 부국(富國) 베네수엘라의 경제 파탄에서 배워야 할 것들'이란 글은 현재 베네수엘라 경제가 몰락하게 된..."
7,2018.09.11.,[사설] 대통령 바로 옆에서 이어지는 경고들이 의미하는 것,"이는 경제 잠재력과 산업 경쟁력 약화를 의미한다""며 포퓰리즘으로 망한 베네수엘라와 그리스 사례를 들었다. 그는 지난달 말 문 대통령을 만난 자리에서도 ""소득 주도 성장 논쟁에만 매몰되지 말자. (경제 운영의)..."
8,2018.09.11.,韓·메르코수르 무역협정 협상 본궤도,"메르코수르는 브라질, 아르헨티나, 파라과이, 우루과이, 베네수엘라 5개국으로 구성돼 있다. TA 협상은 회원국 의무 불이행으로 자격이 정지된 베네수엘라를 제외한 4개국과 진행한다. TA는 자유무역협정(FTA)과..."
9,2018.09.11.,[글로벌 인사이트] 살인적 집값 상승에… 맥도날드·차에서 잠드는 ‘억대 연...,"글로벌 부동산시장 분석업체 넘베오에 따르면 2018년 소득 대비 주택가격 비율(PIR)은 초인플레이션을 겪는 베네수엘라의 카라카스를 제외하면 세계 1위는 홍콩이고 베이징이 2위, 상하이가 3위이며 선전은 그 뒤를 이어..."
10,2018.09.10.,"美, 베네수엘라서 쿠데타 모의했다","미국이 지난해 니콜라스 마두로 베네수엘라 대통령을 몰아내기 위해 반체제세력과 쿠데타를 모의했다는 주장이 제기됐다. 냉전 시기 미국이 남미에서 자주 사용하던 수법으로, 경제난에 허덕이는 베네수엘라가..."
11,2018.09.10.,베네수엘라 “美의 쿠데타 음모 규탄”,“군부와 모의” NYT 보도에 발끈 미국이 베네수엘라 군부 일각과 쿠데타 계획을 논의했다는 뉴욕타임스(NYT) 보도에 대해 베네수엘라 정부가 극렬히 반발하고 있다. 지난 5월 대통령 재선에 성공한 후 경제 실정으로...
